reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app,gemini_llm_topic,correct,human_labeled_topic,cause
45d88092-edde-4904-a178-4327f1c805ea,Davidson Dabig7,https://play-lh.googleusercontent.com/a/ACg8ocIuSm8hDV5PViwsD-Un9xY7djHgXIUUDH0vULdZPxPwxF3ZAA=mo,"Please buybit, I traded with one of your vendor names yahaya Mohamed aka (Coprate💯) Didn't made payment nor uploaded payment slip but went for appeal and the money was released to him he's a scammer Please I want the support team to look into this issue please I'm loosing money here. This app has scammer public people don't use this app they will reap you and the support team is useless",1,1,4.59.0,2025-03-01 3:34:17,"We appreciate your input. To better understand your concerns, could you please provide more details? Our support team is ready to help resolve any issues. https://www.bybit.com/en/help-center/s/webform -AS",2025-03-05 12:15:09,4.59.0,com.bybit.app,Customer Support,1,,
628bafe0-8ee1-4c69-b42c-8918922dbcf8,Robert Herneisen,https://play-lh.googleusercontent.com/a-/ALV-UjWN_R7AsCLyNPs1vdva8_G-x80x0c3mwOq2Hm1YouVhZk1_qbk,Horrible!! Ever since the latest update the App is soooo slow. And it won't let me log in to my existing account.,2,0,3.202.21,2025-01-16 15:05:58,"Hello Robert! We will be glad to look into the login difficulties you have encountered, as well as any other inquiries you may have. To do so, please contact us via live chat so we can advise accordingly. Thank you!",2025-01-16 15:57:12,3.202.21,co.mona.android,Reliability/Stability,1,,
6f496601-b159-49ce-bc79-a1f6c14e5b6d,Rashid Atta,https://play-lh.googleusercontent.com/a-/ALV-UjWp-o9g_LcBHvvOs1-PEKScbv8lWHtrJZg3vDo80ZwOesuSqUs,Listed the pi coins,1,2,2.97.1,2025-03-12 11:23:06,,,2.97.1,com.binance.dev,Features/Functionality,1,,
0e03d67c-c236-4207-81f9-a66837e25662,Mr. Anouk,https://play-lh.googleusercontent.com/a-/ALV-UjXlpM-bMXeVNAZQUD6kPy30YRySOLS4BCCZ7AuLUqyzPSMJMHM4,"Recently i have been facing the dark mode, white mode problem. The app is set to dark mode. And when i open the app some times, the dark mode, white mode, mixes. It looks irritating. Both dark mode colors, white mode colors mixes, its a bug. I need to restart the app several times to enter in the dark mode correctly without any issues.",2,0,,2025-02-17 13:07:37,"Hello Mr. Anouk! 💛 Thanks for the feedback! Consider clearing your cache, eliminating any files from our app, (make sure to backup WEB3/Binance Wallet) and redownloading from 🔸 https://binance.com/en/download 🔸 For an immediate follow-up, connect in real-time with our experts at 🔸https://binance.com/en/chat 🔸RG",2025-02-17 13:19:40,,com.binance.dev,Usability/UI/UX,1,,
28c34d7a-baed-4407-b368-43f4179f752d,Edeh Arinze,https://play-lh.googleusercontent.com/a-/ALV-UjW4mmzoJ7ggaw805S0-QCm7p_4z8yFewIoshZKokv3ml-13Gyw,"My account was restricted because I wanted to withdraw my coins to another wallet, up till date I can't recover my coins from bybit, this is a total scam , why would you guys take my money, I have sent all the valuable information and documents till no change",1,1,4.58.0,2025-02-05 4:07:29,,,4.58.0,com.bybit.app,Account Management,1,,
c943812c-7cda-4946-9755-cd092fd6c231,17B Crew,https://play-lh.googleusercontent.com/a/ACg8ocI6JedilQbONiT-5PVIq2MnCnjHU8FAMTKfPAn8h0tJx7lnyQ=mo,I can use it for a day and then it stops working. Everytime.,2,0,3.132.1,2025-01-29 14:27:23,"Hello there. Please feel free to get in touch with us via live chat, so we can take a look into the performance difficulties you are experiencing. We will gladly advise you accordingly on the matter. Thank you!",2025-01-29 15:11:16,3.132.1,co.mona.android,Reliability/Stability,1,,
32a6da0f-2d7e-46b8-b563-28fb60a94439,Kentzy Diamond Gold,https://play-lh.googleusercontent.com/a-/ALV-UjULVKfktkxHcQ4K6wCOu3m7bCcThkMYBgUTWWjWRNqLVHuSfXVB,I don't understand why my bybit is showing up address restricted I haven't done anything wrong,2,0,,2025-02-05 10:54:21,"We're dedicated to enhancing your experience. Please contact us with specific details at https://www.bybit.com/en/help-center/s/webform, and we'll address any issues as quickly as possible. -AS",2025-02-05 15:35:44,,com.bybit.app,Account Management,1,,
8c0ecb9f-81b0-437d-ab56-cf7ee53a5d66,Shuva Dewan,https://play-lh.googleusercontent.com/a-/ALV-UjUlqFbH0sGEhWym_j1rgP5DAWoeG6CzuLtM564pQRYK-X4Jq5C3xQ,Binance should list Pi.,1,0,2.96.2,2025-03-11 17:23:12,,,2.96.2,com.binance.dev,Features/Functionality,1,,
d80be28b-b3ec-4cf8-b936-96b79f08913a,Anna Ortlieb,https://play-lh.googleusercontent.com/a-/ALV-UjXzCXySrtu72xCFY8yE-1dei7c05I1Zpi18YseVJAioLcIjDC0,Bought a good amount of crypto and now it says it needs an update for me to continue to use it but it won't update or let me back in.,1,0,3.205.0,2025-02-25 7:29:26,"Hello Anna. Our team will be happy to look into the performance difficulties you've encountered when updating your app and assist further. To do so, please message us via live chat. Thank you!",2025-02-25 7:45:40,3.205.0,co.mona.android,Reliability/Stability,1,,
ad5022c4-ac36-4f21-8969-b4a3afe7de1e,Aaron Nelms,https://play-lh.googleusercontent.com/a/ACg8ocLfY54f90G2tCQaAmDXmEMfXz3bX6fARoQYY7amowQZ6OmY9Q=mo,"a pain to use, and you can't withdraw under $100. I do not recommend.",1,0,3.205.10,2025-02-28 12:26:42,,,3.205.10,co.mona.android,Usability/UI/UX,1,,
bd59c451-e875-4f5b-bd5f-d6a8d6e9656e,Dustin,https://play-lh.googleusercontent.com/a/ACg8ocIrCj9ugySRs6D4fnYNe-__wND7QyyMgLpJ64zSmJwcu1YcNg=mo,Ever since the new update I can't even get into my account. It just says pending.,2,0,3.202.21,2025-01-22 23:14:08,Hello Dustin. Please reach out to us via live chat. We will gladly look into the login difficulties you've encountered on our platform and assist you accordingly. Thank you!,2025-01-22 23:43:18,3.202.21,co.mona.android,Account Management,1,,
07f33e03-f700-4dd1-81ad-db76a0668dfc,Christopher Hebert,https://play-lh.googleusercontent.com/a-/ALV-UjWAr84TBTMfYhCNzPXy0U8f9qOkA4j1Ic1Jjk0nluMOMYfcfUM,God awful amounts of fees charged to transfer to an external wallet. Save yourself an insane amount of money and use a different exchange.,1,0,3.205.10,2025-03-03 2:49:51,,,3.205.10,co.mona.android,Transaction Fees/Speed,1,,
174ab6df-c734-4260-9fbd-1ad84cc0d43f,peter nwobodo,https://play-lh.googleusercontent.com/a/ACg8ocIwPrOs1j37LnOyusyRjixxf9vkO9n97wRnfbodkHpLTFt78Q=mo,"Good evening Bybit Support, I'm reaching out regarding an issue with my account's P2P trading access. Whenever I attempt to trade via P2P, I receive the following message: 'Currently, access to this service is restricted for your account.' I'm unsure of the reason behind this restriction. Could you please assist me in resolving this issue and restoring my P2P trading access? I have done all verification plus proof of address all are successful. Thank you for your prompt attention to this matter.",1,0,,2025-02-01 1:13:28,"Hi there, we are sorry to know you are experiencing issues with our platform. Please contact our support team directly at https://www.bybit.com/en/help-center/s/webform and we'll do our best to address your concerns. Your feedback matters to us! ST",2025-02-01 12:23:17,,com.bybit.app,Account Management,1,,
99ad9d5c-eb21-4b0d-913a-bf7736350c64,Luke Groves,https://play-lh.googleusercontent.com/a/ACg8ocI4trokBzjwYCzD5UYPkvl8Wk2Jd1s2LNR0IB_yJ_VcStO1Kg=mo,"Super easy to use, very helpful customer service.",5,0,3.205.10,2025-03-14 0:44:28,,,3.205.10,co.mona.android,Usability/UI/UX,1,Customer Support,Multiple topics
4d107232-3e2f-49c2-ade1-a49e03bc068e,Jesus Ruiz,https://play-lh.googleusercontent.com/a/ACg8ocIbtP35NEkffbS10pk82ixQ_jJWRyAYH8WJfTHmOtlXZei9YQ=mo,App no responding sometimes like if it had a connection error but every other app on my phone is working fine.,1,0,3.205.10,2025-03-09 14:08:43,"Hello Jesus. Our team will be glad to assist you with the performance difficulties you have faced on our platform. We welcome you to contact us via live chat, so we can help. Thank you!",2025-03-09 14:16:34,3.205.10,co.mona.android,Reliability/Stability,1,,
326292c7-91aa-4bc2-9155-db8091272ece,Paul Cherish (A.Zed),https://play-lh.googleusercontent.com/a/ACg8ocLmV4gjfbSK4yvw2ISWwqqOfGw-l87xP0yzScDpM_z0deIpxg=mo,I don't understand my binance app it's not connecting to the Internet for some reasons I don't know. To open rewards hub it shows error not only that even some campaigns and some features on binance to make it worth one's time ain't loading.,2,14,2.95.3,2025-02-08 20:54:27,"Hi Paul! We are here to help! Kindly reinstall the app from binance.com/en/download and reopen it to try again. Please note that if your account has a Binance wallet, kindly be sure to back it up before uninstalling the app and keep your recovery password. Contact us at binance.com/en/chat if the issue persists. - FL",2025-02-11 8:46:20,2.95.3,com.binance.dev,Usability/UI/UX,1,,
904290b5-1acc-42e8-bfcd-1a2968cf6edd,Jamie Henry,https://play-lh.googleusercontent.com/a/ACg8ocILBjUoBQ8u9Qu3Qol8WJChiTW11yEqfG4aTIZGTJf4xGllFg=mo,Decent exchange but the Tax API doesn't work. I've learned to avoid exchanges with missing transactions or no transactions come through on the Tax API because of the amount of effort involved in trying to find the small discrepancies all over the place. So unfortunately have deleted Bybit.,2,17,4.57.0,2025-01-18 19:51:52,"We sincerely apologize for your experience. Your feedback is important to us, and we want to make it right. Please contact our support team at [https://www.bybit.com/en/help-center/s/webform] so we can address your concerns swiftly. - EL",2025-01-19 11:29:51,4.57.0,com.bybit.app,Features/Functionality,1,,
e305c039-c311-49cf-8391-aabc0a849767,Monday Uankhueche,https://play-lh.googleusercontent.com/a/ACg8ocKFU8PyboR3dRGnHQTBlBFBTXn7TM4KMTgH5clifV2vI950Ng=mo,"This app is horrible, imaging I trade eos it just got missing,I complained no reply,my usdt lost,it didn't reflect on my bybit account.very useless app",1,2,4.58.0,2025-03-06 1:22:33,We're committed to improving your experience. Please reach out to us https://www.bybit.com/en/help-center/s/webform with specific details so we can address any issues promptly. -AS,2025-03-09 20:01:49,4.58.0,com.bybit.app,Customer Support,1,Reliability/Stability,"I think Customer Support is still correct due to the ""I complained no reply"" phrase."
317535cb-127a-49f8-a197-3620f82dba4c,Paul Gosling,https://play-lh.googleusercontent.com/a-/ALV-UjVNWzVw-oG7bcjRtJXcVD15IwuGTttiNwbDcxuk3yjEJemXD5Bw,"Put money in by mistake and not sure how I get it back to my account, plus not sure if it my account need someone to help verify",2,0,3.205.10,2025-03-07 14:46:12,"Hello Paul. We'd like to look into the withdrawal difficulties you are facing and advise on your account verification enquiry. To do so, please contact us via live chat, so we can help you. Thank you!",2025-03-07 15:29:55,3.205.10,co.mona.android,Account Management,1,,
f89f0b77-8172-4b31-bebe-422aa5f1353a,Rama RexMusic,https://play-lh.googleusercontent.com/a-/ALV-UjWNpKpcc7_LGaxs9OUIlLJ7yn0BU0zle9ym0wnkjan2hoey073L,"Good day, I trust this communication finds you well. The interest fee in this platform is very high compared to the different platforms, and the application's rotation functionality issue affects all tablets. Implementation of a fix should be included in the next update. Currently, the application does not support rotation on all tablets. Regards",1,17,3.205.0,2025-02-20 17:36:13,"Hello there. Please feel free to get in touch with us via live chat, so that we can look at the difficulties you have experienced with your device, and advise you accordingly on the matter. Thank you.",2025-02-20 17:51:13,3.205.0,co.mona.android,Transaction Fees/Speed,1,Usability/UI/UX,Multiple topics
264fd1a2-273f-455e-9150-c2d20498eae1,Stacii Smith,https://play-lh.googleusercontent.com/a/ACg8ocL_w2lGJx4B-K0JXFAput6i6BfmyAYE5e6Agr260el8sdT-tQ=mo,Horrible. I was with the wallet for quite a few years and I was in the middle of a job and bam... they logged me out of my account then couldn't answer why or help me back I to My account. I would not recommend this bitcoin wallet to anyone its unpredictable one day it's hood next your accounts closed and I still didn't receive Mt funds back. So if anyone can help me with the next step of what I can do please help,1,0,,2025-03-03 19:46:39,"Hello Stacii! Our team will gladly look into the matter for you and advise you on your account-related inquiry. To do so, please get back to us via live chat so that we can help out. Thank you!",2025-03-03 22:56:06,,co.mona.android,Account Management,1,,
8cbe5d3c-17f1-4713-953d-a71eba63e596,Charles David,https://play-lh.googleusercontent.com/a-/ALV-UjVtSWX5-fHoR9fZ0ef17WfOvy39aEni4_H7JfyaNaMHfgdsebEN,Slow,2,0,4.48.5,2025-01-19 2:45:25,We're committed to improving your experience. Please reach out to us https://www.bybit.com/en/help-center/s/webform with specific details so we can address any issues promptly. - EL,2025-01-19 11:31:25,4.48.5,com.bybit.app,Transaction Fees/Speed,1,,
79c84bbd-0c3d-467c-bb65-238d86793681,jason O'Brien,https://play-lh.googleusercontent.com/a-/ALV-UjVDj0c-Qg8qUThN0Oc894hNcUnqYKNmi51xsr7rv9fmdKVNE8JeTg,This app isn't worth downloading. The app regularly doesn't work right and options trading on it is a nightmare. Doesn't deserve a star and is lawsuit worthy.,1,77,3.205.10,2025-03-08 1:52:59,,,3.205.10,co.mona.android,Reliability/Stability,1,,
0927788c-953f-4c51-94cc-cdefc168cdbf,John Rafferty,https://play-lh.googleusercontent.com/a-/ALV-UjXxX8IN9Y1cwolKk7fPJ2iDoIq-o7ahuU9QOoLGIQxn2IBL44Qn,really easy to use,5,0,3.205.10,2025-03-14 3:30:14,,,3.205.10,co.mona.android,Usability/UI/UX,1,,
20c053be-c6a9-4182-adb1-6cda3cb63430,Rahman Tijani,https://play-lh.googleusercontent.com/a-/ALV-UjUg-iztYbjmZkXMlmCmi3G-_ind-1Bmp0sSMb4_FsYi2CxMRgIa,"The Google authentication is not working properly,I can't log in or reset my password it keeps say authentication code incorrect.",1,1,4.58.0,2025-02-11 16:15:10,We're sorry for the inconvenience. Please share more details with our support team https://www.bybit.com/en/help-center/s/webform so we can work towards a resolution together.-AS,2025-02-12 11:58:23,4.58.0,com.bybit.app,Account Management,1,,
4372c9a8-2323-4fb5-90ba-d1c369dea842,Dominik Oślizło,https://play-lh.googleusercontent.com/a-/ALV-UjUOphvUqeWND3Inav5CpOfRP9yGeLa23CYGsooxNQBKJ5P8MrNQhQ,"Be warned. While it's surely a fun service, it requires extreme attention. One day you have twice what you've invested, the next day you are nearing zero (cuz: liquidation team, shrug). And if you finally decide it's not for you, you cannot withdraw the rest of your funds until you add more, you get strangely locked out in the web version, and you keep receiving email notifications even after you cancel everything, run away leaving the rest of your assets behind, and close the account. Yikes!",1,1,,2025-02-15 3:20:51,"We're sorry to hear that you're facing difficulties. Our team is here to help you resolve any issues you're experiencing. Please contact our support team directly at https://www.bybit.com/en/help-center/s/webform, and we'll do our best to assist you promptly. -AS",2025-02-17 18:48:33,,com.bybit.app,Reliability/Stability,1,,
569272e9-b950-4378-acb9-fd1d13102776,Maki Motloung,https://play-lh.googleusercontent.com/a-/ALV-UjWJ2w0owpTUnvrDYVAbvIR610yJjzZEt8iHp7rq_v2uEg2sRgSz,"The problem that I have with Binance is that if it is the page where I should paste the codes that fetched from email and authenticator, when i get back to paste the code, Binance has changed the page and went to the home screen page then I must start the transaction again and keeps on doing that. What could be the reason?",2,11,2.95.3,2025-03-05 20:19:34,"Hi Maki! Could you please clear your cache in the settings menu and try again? If the issue persists, please join our live chat at binance.com/en/chat or by tapping the headset icon in app. Opt to enter as a visitor. Tap on Get Support > Unsolved > Not Relevant > Yes to be transferred to a human agent to help you further. RA",2025-03-05 20:55:09,2.95.3,com.binance.dev,Usability/UI/UX,1,,
2fee6adc-c359-4810-98c7-7d5af4d9b543,Chill Pill,https://play-lh.googleusercontent.com/a-/ALV-UjXA94Zpi2xknJNO8G0OMSSZhVj1oni0dlxcGIB4ukUoR6liZIQ,Not fullfilled its promising,2,0,2.96.2,2025-03-10 2:36:47,,,2.96.2,com.binance.dev,Reliability/Stability,1,,
b4fa191f-39e2-4365-ba9b-483561759db8,rollygon bagangers,https://play-lh.googleusercontent.com/a-/ALV-UjUUxwV0cTG-JbLhQcvJoHNi7dGAJyj5eSGXeW-rEAqXTZobrJU,I'll give 5 star if they put Pi Network on their list,1,0,2.97.1,2025-03-15 0:58:55,,,2.97.1,com.binance.dev,Features/Functionality,1,,
882d6438-7330-443a-aa2b-b55889461ea6,Logan Gehm,https://play-lh.googleusercontent.com/a/ACg8ocIlh_87W7ecbodZ1cp4_lnOsCkbWjZFbc1N-XmOAgf4xOQ_1g=mo,Horrible with taxes,1,0,3.205.10,2025-03-10 19:17:30,,,3.205.10,co.mona.android,Account Management,1,,
493a3604-0b02-434f-b75e-f5d2c8a81558,Shahariar Hossain,https://play-lh.googleusercontent.com/a-/ALV-UjUygVlni0n-wURfx728QZvwfgj3t8TrRDleDfd7po5V_K6P3eJ3,They deactivated card 😔 Don't force people to use cards when they don't need to Not everyone is rich like you lot making easy money out of thin air,1,0,4.55.5,2025-02-25 8:40:40,"Thank you for bringing this to our attention. We apologize for the inconvenience you've encountered. We're actively working on resolving [specific issue mentioned]. Your input helps us improve, and we appreciate your patience. -AS",2025-02-26 11:05:00,4.55.5,com.bybit.app,Account Management,1,,
8b841310-fa41-45b0-995d-c28bbee37bda,PJ Van Tonder,https://play-lh.googleusercontent.com/a/ACg8ocItpB2fv3tYzudwla6Mih3Ygj4x6u1lrZYE5gsxXY4ljxvqFA=mo,Bybit is not good. I have been waiting more than 6 months for KYC without any update.,1,0,4.58.0,2025-02-13 1:25:45,We're sorry for the inconvenience. Please share more details with our support team https://www.bybit.com/en/help-center/s/webform so we can work towards a resolution together. -AS,2025-02-13 11:26:43,4.58.0,com.bybit.app,Verification/KYC/AML Processes,1,,
a9118122-823a-44ae-9918-e1317f1ac704,Chris PL,https://play-lh.googleusercontent.com/a/ACg8ocKswpcDZdwwC0NCR4IMOD5Up7OeclI7S4TyGlu9LfVbAo-CHg=mo,Astronomical fees and exchange rates. False value display for owned coins. Stay away.,2,1,,2024-12-15 2:46:45,,,,co.mona.android,Transaction Fees/Speed,1,,
1eb52620-c481-4faa-93a8-787a95eaec2e,Uyiosa Ighodaro,https://play-lh.googleusercontent.com/a-/ALV-UjVO6SU4cjM0VJvH2wgR9hf1qw-kU-KWY2bgEtbg8t_8NJK1vnos,Love the interphase,2,0,4.46.5,2024-11-01 11:20:38,We appreciate the feedback! Please let us know how we can earn your 5 star rating! Share your feedback here https://www.bybit.com/en/user-feedback NP,2024-11-01 11:34:34,4.46.5,com.bybit.app,Usability/UI/UX,1,,
3e0eb6ec-33be-43e3-b16a-0af7c48cb583,Karla aguilar,https://play-lh.googleusercontent.com/a/ACg8ocJXNbcyqpYh4NQMv79WNO6RvnafGx2dYxShe1DYxxhmIBA-tg=mo,"The worst experience! Let me sign up, deposit money, so easily no problem or questions asked, and now I can't cash out because I have not being able to set-up a wallet, how funny they let you deposit though. it's been over a month since I tried getting this sorted and all they keep saying is ""we are working on this"" like how ridiculous, I have asked how much longer and they can't even answer that. So frustrating.",1,3,3.205.10,2025-03-05 6:04:36,"Hello Karla. We'd be happy to look further into the matter and assist you with the difficulties you're encountering with the wallet setup, as well as advise you on the available withdrawal options. Please get back to us via live chat so we can help. Thank you.",2025-03-05 6:03:04,3.205.10,co.mona.android,Customer Support,1,Account Management,Multiple topics
b198e751-a821-446a-bb3a-36bd108b14cf,Kingo,https://play-lh.googleusercontent.com/a-/ALV-UjXdJ-li9e4l2Q-Q0KG3fKf80D1X3QsxUFNczqr1yxwJK7th3W-t,Can't pull out your money if it's less than 100. So in other words these bums will indefinitely hold my money. Small amount but still.,1,0,3.205.10,2025-02-26 16:13:41,,,3.205.10,co.mona.android,Account Management,1,,
68fe5acf-65c6-40aa-9f82-5b8a8cadbb6d,BJ Owensby,https://play-lh.googleusercontent.com/a/ACg8ocJy4VMNVKzSfUv4gMNwVs0ZDhprY_P4x8x0qDXYkDgH-tc4mA=mo,It truly is an all in one crypto app. I use it a dozen times a day.,5,0,3.205.10,2025-03-03 21:28:43,,,3.205.10,co.mona.android,Features/Functionality,1,,
c1f884fa-77cd-454d-8fe2-569bfc0aabcb,Samuel Martins,https://play-lh.googleusercontent.com/a/ACg8ocI7T4HSC7Walbmd2fjXTuBYSw9bUOUdX3KCvMifJAM4-RvU5Q=mo,Please MUST READ FOR DEVELOPERS. Users should be able to tick 🟠 the two available security options for resetting password EMAIL AND GA especially for already verified USERS PROVIDED THEY PROVIDE THE previously used document for verification and their face ID . im speaking from experience I've been locked out cause my Gmail and GA yet I'm a veried bybit user. Other exchanges have the above mentioned method implemented.,1,8,4.57.0,2025-02-01 14:30:37,We're sorry to hear about your experience. Our team is investigating your issue and will implement necessary improvements. Your feedback helps us immensely in this process. - JN,2025-02-02 20:56:49,4.57.0,com.bybit.app,Account Management,1,Features/Functionality,Multiple topics
f0ee5e90-f661-48c3-8efc-ad76bc9dba2b,David Hämmerle,https://play-lh.googleusercontent.com/a/ACg8ocJzfjXMqr11odgi-MAxL0Ef6U6mtUtWUHNmrXNYoTXHRH1Vgw=mo,High swap spreads. Unnecessery complicated process for transfering assets to/from spot market. Buggy app :0,2,0,3.201.0,2024-12-12 2:59:01,Hello David. We invite you to reach us via live chat where we will gladly look into the performance difficulties you have experienced as well as offer advice on the process of transferring your assets seamlessly. Thank you!,2024-12-12 3:22:07,3.201.0,co.mona.android,Usability/UI/UX,1,,
196cc5a4-8c33-412e-90e7-e5925c152ff5,Ch Zeshan,https://play-lh.googleusercontent.com/a/ACg8ocK5HQ7gGzIeQL8LXRegeNnIlQxF65El9ksPL7N0a2iIW0xoD1Q=mo,This exchange is totally a fraud . My account was 100 percent correct .but I do IP token offer in which my 30 $ used in just trading fees They are showing my account as eligible Now they cancel my account eligibility I received no reward I recommend you to do not use this exchange It is totally a fraud,1,8,4.59.0,2025-02-27 8:15:45,,,4.59.0,com.bybit.app,Transaction Fees/Speed,1,,
