reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app,normalized_topic,local_llm_topic,gemini_llm_topic
c391e494-e8c0-4a17-ab9b-3121086ac6c5,Azz Za,https://play-lh.googleusercontent.com/a-/ALV-UjW_KVueNggDPf6wuYawLVHP2ZB9vZOdR4TBGjQqAbsZL_IeyI7E,Where are the missions?,3,2,3.182.0,2024-12-13 09:02:19,"Hello there. We welcome you to get in touch with us via the in-app chat or email us at contact@crypto.com with more information about your Missions enquiry, so we can assist you.",2022-09-05 20:56:44,3.182.0,co.mona.android,,"Mission Accomplished! 

I've categorized the given reviews as follows:

* Where are the missions? 
    - Security
    - Fees/Pricing
    - Reliability/Stability
    - Mobile App Experience (if applicable)",gemini failed to respond
55af029c-d62d-4aac-ba1d-52b89d2dba8f,Weston Sokolowski,https://play-lh.googleusercontent.com/a-/ALV-UjXCGro72u7xajCCKj0qAZAVcJRdivQfIzXpxhAm5fXyBz_0OkVo,good 👍,4,0,3.201.0,2024-12-13 08:46:23,,,3.201.0,co.mona.android,generic feedback,"['Security', 'Usability/User Interface', 'Fees/Pricing', 'Customer Support']",Generic feedback
9b06bc0a-c7c1-4e3f-9e91-9c04fc87977a,Nicholas Salata,https://play-lh.googleusercontent.com/a/ACg8ocJsNeXq7HeEdxaEf8NREPoCQrZbKKDdi-F4Ktly5y80eeHSnQ=mo,Nice. everything works smoothly,5,0,3.201.0,2024-12-13 08:12:48,,,3.201.0,co.mona.android,positive experience,['Generic Feedback'],gemini failed to respond
4c15cc1a-e976-4b07-aabc-84b56089e0b4,Spike,https://play-lh.googleusercontent.com/a-/ALV-UjVayQc6KQO02KsVjMQB538y4QqrX48hWSyh5COciRng5jCMqaTG,Love it,4,0,3.193.0,2024-12-13 07:28:00,,,3.193.0,co.mona.android,generic feedback,"['Security', 'Usability/User Interface', 'Customer Support']",Generic feedback
bcbc9987-1830-403b-8e80-e2b3cd22917f,Alderson Stout,https://play-lh.googleusercontent.com/a/ACg8ocJ74IMMQ00NEar42VJvMCic2VRzVATLS5CWnEf4OmXIs_GprA=mo,"Would Give 0 Stars But Cant, DOESN'T Explain How You Are Screwed If You Dont Put A Minimum Of $100 In It, Would Have Never Joined If I Knew That Information, Now Iv Lost Money That I Should Have Easily Gotten Back What A Joke Of An App",1,0,3.201.0,2024-12-13 05:52:27,,,3.201.0,co.mona.android,,['Generic feedback'],Deposit Process
cf212e80-a8ce-4637-9b44-0f8503e37e3b,bo Im,https://play-lh.googleusercontent.com/a-/ALV-UjWpFvvx4gWaTDgBHS_WsiDh-FV3kV45ebODTerdE4SzbdlxA_7d,good,5,0,3.201.0,2024-12-13 03:27:43,,,3.201.0,co.mona.android,,"['Security', '  Usability/User Interface', 'Fees/Pricing', 'Customer Support', 'Features/Functionality']",Generic feedback
479a4987-f3ee-4278-a969-9ea68077930f,Richard Hassen,https://play-lh.googleusercontent.com/a/ACg8ocLXxb_gU69FzI-dZes0KhHue2Bqnd-ONFxFeG72xkzijg6_nw=mo,I enjoy using the app and as a beginner I have been able to figure most things out what is distressing to me is the lack of transparency in transactions and of course the cost of doing transactions I think I speak for most when I say good results equal good reviews,3,0,3.201.0,2024-12-13 02:18:16,,,3.201.0,co.mona.android,,"['Security', '  Usability/User Interface']",Fees/Pricing
8ee3325c-c4ee-426c-9551-d96d21570948,Shane,https://play-lh.googleusercontent.com/a-/ALV-UjVP5qnFOu7xbhB1KfztQefTuguuxoas4nTTJInGf9cpsbXLXx4f,"I can't access the app because I can't type the password, fix the issue guys",3,0,3.201.0,2024-12-13 02:06:18,"Hello Shane. To look into the performance difficulties you've experienced when trying to log in and assist accordingly, please feel free to get in touch with us via web chat. Thank you.",2024-12-13 02:33:02,3.201.0,co.mona.android,,"I would categorize this review as: ['Security', 'Usability/User Interface']",Usability/User Interface
b2f6a2f8-f245-4d01-ad55-5deb99356025,Jason Sloane,https://play-lh.googleusercontent.com/a/ACg8ocL39cJAODoMt11QusO0blANb4TldP9D-l3aEDKqk6xzL6bMjA=mo,Latest update made app unusable,1,0,3.201.0,2024-12-13 01:58:20,"Hello Jason. We would like to look into the performance difficulties you've experienced and advise accordingly. For this purpose, please reach out to us via live chat. Thank you.",2024-12-13 02:22:28,3.201.0,co.mona.android,,"['Security', 'Usability/User Interface']",Usability/User Interface
c7af03ca-32e3-4527-832a-37958a3f6cde,Vic Tor,https://play-lh.googleusercontent.com/a/ACg8ocI5eLY2wzT6JlG1iAkNmYpKaxKkwOgj8PRjxjGhVWokVmdI3Q=mo,Fee ridiculous,1,0,,2024-12-13 01:27:43,,,,co.mona.android,,"['Security', 'Customer Support', 'Fees/Pricing']",Fees/Pricing
69984c9f-de03-492e-8194-299666db5e02,T N,https://play-lh.googleusercontent.com/a-/ALV-UjXj5ZiEVCfiiez56_dTOIPO6HtDCR8kk16zcV5O-XLq5OVgaJtj,"They changed rules and charge 3% Buy n Sell. Horrible App, stay away.",1,4,3.201.0,2024-12-13 01:24:27,,,3.201.0,co.mona.android,,['Generic feedback'],Fees/Pricing
4cf0b3cd-1e3d-46a4-af60-115cd66ac09f,daze of DOPE ENT,https://play-lh.googleusercontent.com/a/ACg8ocLNXfLNrAu_ZrR_6YV8bc_11odLXuq2Hc_9C97XOhcHOcm2Ww=mo,Cant even make a account because it said my number is already got a account to a email I don't even have anymore ridiculous,1,0,3.201.0,2024-12-13 00:56:06,"Hello there. We invite you to contact us via live chat, so we can look into your registration inquiry and offer assistance. Thank you.",2024-12-13 01:41:48,3.201.0,co.mona.android,,['Generic Feedback'],Account Management
17cad593-e088-467b-962d-4e89fa484efd,T Nguyen,https://play-lh.googleusercontent.com/a/ACg8ocI5gLeZa7RXn4LisHjTP0sLRJT9PF0PfY92j29TnjiQns3HpQ=mo,"Beware. Beware. The live char rep mocked me and be little me. Terrible service I have already reached to your live chat, no luck. Do not send them your id I will be filing a complaint with the ontario securities commission board.",1,0,,2024-12-13 00:21:01,Hello Nguyen. Please reach out to us via live chat. We would be happy to look into the set-up difficulties you've encountered on our platform and assist you accordingly.,2024-12-12 19:54:15,,co.mona.android,,Generic feedback,Customer Support
ce520fc9-d33f-4640-8227-b64fb622336b,LewisTolkienFan01,https://play-lh.googleusercontent.com/a/ACg8ocLh4kLSMFl1AhbricEy57xizOgkZzCGQtt6oLcEfChOIuJEWA=mo,Informative and a user friendly interface! Easy to navigate!,5,0,3.201.0,2024-12-13 00:05:49,,,3.201.0,co.mona.android,,"I've categorized the review as follows:

['Security', '  Usability/User Interface']",Usability/User Interface
a061b059-7c12-4f52-9ae6-1ea20714cc2c,Zach Ethington,https://play-lh.googleusercontent.com/a/ACg8ocLf7edX5T-aVRago-ljwxzJ0DgkEuvzMMgYubwpE5qReD76rw=mo,better than binance for the most part. you can actually cash out here,4,0,3.201.0,2024-12-12 23:40:59,,,3.201.0,co.mona.android,,"I would categorize the given review as:

['Security', '  Usability/User Interface']",Withdrawal Process
3e292c07-5a3c-4372-ad5c-51df9eabb86e,Andrew Little,https://play-lh.googleusercontent.com/a/ACg8ocL9bKo1NXyjE-TtyDuSoqOfNoNkXA4xD2qMog03TuIET-gJMw=mo,"Good app. overall , from my experience ,- content , reliability etc. Different than an exchange feature wise , but good with what provides .",5,0,3.201.0,2024-12-12 23:34:27,,,3.201.0,co.mona.android,,"I would categorize the review as:

['Customer Support']",Features/Functionality
