reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app,local_llm_topic,gemini_llm_topic
bc26e02f-d137-4cf0-81bf-00f7fdb868fe,Jentry Hunt,https://play-lh.googleusercontent.com/a/ACg8ocLcj7H8bWvf_0HD682MwmAvbgT4XaL_spQz7ZtfS2Dt-MfNwA=mo,love it,5,0,3.201.0,2024-12-13 21:41:44,,,3.201.0,co.mona.android,"I would categorize the reviews as ""Technical Support"" 
My best guess in a sentence is: Customer Service.",Generic feedback
035b3b40-60eb-44af-a0f5-f1430c8211fb,Sarah Veggian,https://play-lh.googleusercontent.com/a/ACg8ocKl37HqZu9FmV7_TLjPx99_mN3Bo1rMI9mUP1P1HCkWp3Wmoiu3=mo,Complete scam! I cannot get my money at all. It will not let me without buying Ethereum in $100 increments. You have stolen my money and refused to let me withdraw.,1,5,3.201.0,2024-12-13 20:48:44,"Hi Sarah! We will be happy to assist you with the withdrawal you wish to initiate, as well as address any other concerns you may have. To do so, please contact us via live chat with a brief description of your case.",2024-12-13 21:24:58,3.201.0,co.mona.android,Crypto Investment Category,Account withdrawal issues
4016f0ad-ebf4-4858-8ceb-2d403542f0f0,PrimeCM Inc.,https://play-lh.googleusercontent.com/a-/ALV-UjWajpK5jgeDR1gJ8jk28WMuwthmU3r5MKeEyHle814nb6nz8ogj,amazing app !!!,5,0,3.201.0,2024-12-13 20:39:18,,,3.201.0,co.mona.android,Crypto platform.,Generic feedback
a9760fc0-ff19-4b64-9e01-6edb86540934,Ronie Marko Ybañez,https://play-lh.googleusercontent.com/a-/ALV-UjUT2uoHx0Njvhfi1okRtTo7C34MwwY2RzIED7gvmxgNJjUn9FIWpw,Very convenient,5,0,3.201.0,2024-12-13 20:26:36,,,3.201.0,co.mona.android,I would categorize it as Generic feedback.,Usability
65f59d1e-a3e4-4cad-b6b0-cc2d149e12c2,Shaun Duke (Rooster),https://play-lh.googleusercontent.com/a-/ALV-UjUSFCjEuJKVBogtwm5YWuxF5PHJGqch-JdIZUeURj2jFfY0KMje_g,best crypto app,5,0,3.201.0,2024-12-13 19:54:00,,,3.201.0,co.mona.android,Technical Support Issue,Generic feedback
dc464e77-5345-4cf7-8cf7-5f29e671980c,Kailor Friesen,https://play-lh.googleusercontent.com/a/ACg8ocJo_RCt4wiRCqARgpV-6-TN4kiGGwY17LyCvAZ72z6jZYP23w=mo,Horrible hidden fees,1,0,3.201.0,2024-12-13 19:43:19,,,3.201.0,co.mona.android,"I would categorize it as Generic feedback.

My best guess in a sentence is Crypto services are unreliable always.",gemini failed to respond
8340e583-ca45-4659-b307-eb2d5cf90d3e,Seth Burke,https://play-lh.googleusercontent.com/a-/ALV-UjXJD1L8gnCe3iICw5agZpw4DwuqEUcgHJKzWynPcUAIvq_2M02bLw,Strike options and up/down options are a scam!,1,0,3.201.0,2024-12-13 19:16:44,,,3.201.0,co.mona.android,"Cryptocurrency industry expertise dictates assigning to ""Scam"" category.",gemini failed to respond
df8d9804-92d8-40c1-a51c-bdd6ef7fb8ae,Ralph Dahlgren,https://play-lh.googleusercontent.com/a/ACg8ocJHTzrNPK082KvUHhJIxf9WIBgNUpc6x349374LcIgpJbJqyg=mo,The only experience is a frustrating experience if someone enjoys being frustrated,1,0,3.201.0,2024-12-13 19:15:38,,,3.201.0,co.mona.android,Industry Insights and Market Trends,gemini failed to respond
5406e9f8-bb86-4b86-8226-21974cf6c125,Dane Montana,https://play-lh.googleusercontent.com/a-/ALV-UjVVDOWEl_VWRIn1b6Z2Us-HnHBPNc0jOd6CbO5w0cPTAmIIp3k8,"Scam company. They allowed scammers to take $18,000 from me through their app and wouldn't help me fix it. They just washed their hands of the responsibility. They've had 2 years to fix this and they've done nothing. I'd avoid at all cost.",1,0,3.201.0,2024-12-13 18:41:24,,,3.201.0,co.mona.android,Cryptocurrency investment scam.,gemini failed to respond
1876ed5c-e3fa-4a65-8591-db9a21706748,toney2817,https://play-lh.googleusercontent.com/a/ACg8ocKfOnTRSIKz5PWfyC8a6xxWNWe9csTSPEr-6NQCQ1CxkYNnvg=mo,Locked out of my account..app says to update..as I'm typing this it's been over an hour..no open now just an endless circle. I have a couple of hundred dollars there to try them out..so far I couldn't recommend them..time is money in this crypto game...and not being able to access my account is costing me money...Update..I should have updated this a long time ago..Everything was resolved and I am a current happy customer 😊..Sorry it took so long,4,13,3.201.0,2024-12-13 17:48:08,,,3.201.0,co.mona.android,"Generic feedback
Account locked out 
Locked out of my account.",Account access issue
bfa64abd-e8bb-435b-a69b-545de3801040,George J Holt,https://play-lh.googleusercontent.com/a/ACg8ocISkUSpwVAj-WeLBKHoD12YoFOQfA7r9S_WQYYpVrgRx1OL_TxG=mo,No customer service and not with BBB,1,0,,2024-12-13 17:24:47,Hello George. Please reach out to us via live chat with more details about your case. We would gladly take a closer look at your pending enquiry and offer further assistance.,2024-12-13 17:32:44,,co.mona.android,Technical Support issues mostly.,Customer service complaint
b0114d2d-4342-4831-a443-e6ac9713f810,Chris White,https://play-lh.googleusercontent.com/a-/ALV-UjWiQfTEGHuU604zhXHApW3iqMyV_MHz2AOj9nwBEUSJpqRZQc4B,"SCAM. Moved $4854 into the App only to get crushed by a $150 fee and .05 added to my coin price purchase. They are famous for this type of theft. Stay away, this app isn't for day trading, as they have it set up for you to take a loss, even if you've made gains, by fee'ing you and altering the coin price to their favor.",1,2,3.201.0,2024-12-13 15:52:14,,,3.201.0,co.mona.android,Crypto Investment App.,Pricing and fees
4c0d8089-54cf-4b78-a04e-caddb94fa2e2,Karla Thomas,https://play-lh.googleusercontent.com/a-/ALV-UjXsG3yMT7eD8Uq1KptY6MwwFwcrDmiDJhxW7yW_sJUfZIdJy_2NPg,"Just downloaded, put in 2 sms codes and it says both are wrong so I uninstalled, guess I didn't really need it",1,0,,2024-12-13 15:15:07,"Hello Karla! We would like to look into the difficulty you have faced with the SMS verification. For this purpose, please reach out to us via live chat, so we can help out. Thank you.",2024-12-13 15:38:30,,co.mona.android,Crypto payment solution.,Account access issue
792abdfa-cf1c-438c-a652-d5f733cf80f8,David Durrant,https://play-lh.googleusercontent.com/a/ACg8ocJGUKUSUoHkt5r21T5sZBWe6t2353aQVtIk3IwyeLK85gLumA=mo,"Having to update every time I use this app. Makes me nervous as to why, are they having software problems or are they being hacked?",2,0,3.201.0,2024-12-13 14:48:33,"Hello David! We strive to improve our platform and services, so we release app updates regularly to help with this. In case you have any concerns or need assistance, please reach us via live chat. Thank you!",2024-12-13 14:54:41,3.201.0,co.mona.android,I would categorize the review as Generic Feedback.,Security and privacy concerns
37a891f4-938f-4f71-a9fe-ce1477f0fe65,Ionel Roman,https://play-lh.googleusercontent.com/a-/ALV-UjWFybJTOdwib7VJ_mAqqmqOnet0bwenkdLASBfZhUd6_JdYok-K,"Unacceptable, I transferred Chronos from my DeFi wallet more than 2 months ago and in this application is still pending verification. I reached out support at least 3 times and they said they are looking into it but until now, nothing. The amount is around 100 euro, but still, seems like a rip off",1,0,3.201.0,2024-12-13 14:14:21,"Hello Ionel. We welcome you to get back to us via live chat, so we can assist further with the difficulty you have encountered with your account verification. Thank you!",2024-12-13 14:26:46,3.201.0,co.mona.android,Technical Support Issue,Support and verification issues
7c921f8c-2749-48d4-8a66-b5d939305400,Michael Meddaugh,https://play-lh.googleusercontent.com/a/ACg8ocKfNGDa6a9vlSOMajGhZpg_PMZUjf1WrcJ4umQJEIYTVSmVog=mo,Great stuff,5,0,3.182.0,2024-12-13 13:59:50,,,3.182.0,co.mona.android,Crypto exchange user review.,Generic feedback
7f3b0bcd-8d25-4de5-b700-5d36e44d8820,Amber Garza,https://play-lh.googleusercontent.com/a-/ALV-UjVRjM0bjdOi531qLdJBrD_qyUjcnrLkDinqtTuOC43kkcgFUa7icg,"I give three stars, can't find my Way around the app. I can't even cash out my money.😤",4,0,3.201.0,2024-12-13 13:40:40,"Hello Amber, we would be happy to assist with your withdrawal inquiry and provide guidance on navigating the Crypto.com App. To proceed, please contact us via live chat. Thank you.",2024-12-13 11:57:32,3.201.0,co.mona.android,Customer Feedback Category - Generic feedback,Usability issues
cbfc144f-1073-46db-8859-b79aa6dfa787,Rob Melo,https://play-lh.googleusercontent.com/a/ACg8ocLPoLbESFzs7GDP6q6kiMgg9rZYEbCwpb3j1QM8S1HMjwkYjA=mo,"Love the app and updates so far, very user-friendly! That said I am having a little bit of a glitch recently. When I place spot orders, my buy button displays a solid blue bar without the buy label.",5,4,3.201.0,2024-12-13 13:25:47,"Hello Rob! We welcome you to contact us via live chat, so our team can look into the performance difficulty you have encountered with the buy button when making an order and offer assistance. Thank you.",2024-12-13 13:52:25,3.201.0,co.mona.android,Product feedback issue.,Usability issue
7ffd5893-18e7-4d93-848b-8570fb0e2a04,Vathsa Balaji,https://play-lh.googleusercontent.com/a/ACg8ocJSnceUK8QqjXc6G8w0kgvtFQp45wlAK6kmOdTNl26G6Y-yzw=mo,"When I open the app, I get "" please install this app on google play"" error. Kindly fix this.",2,0,3.201.0,2024-12-13 13:22:38,Hello Vathsa! We would like to look into the performance difficulty you have experienced when accessing our platform and assist you accordingly. Please feel free to contact us via web chat. Thank you.,2024-12-13 13:42:51,3.201.0,co.mona.android,App update issue.,Technical issue
65708720-d4e6-4f3d-b381-dea9b4b460f1,Phyu Pyar Nwe,https://play-lh.googleusercontent.com/a/ACg8ocLqDE6ONDFgrjy64bf5QqUUbLF8b1_m5eOZzDr2w8OQWmTzDg=mo,Good,5,0,,2024-12-13 13:21:53,,,,co.mona.android,I would assign it to Generic feedback.,Generic feedback
29a8dcda-084c-4b98-ac04-74d3a13d880d,Matti Oneill,https://play-lh.googleusercontent.com/a-/ALV-UjUNBb6kR2lH4ATQdEgj78FvejsdZJZc-UR7f6vJ-O7JByf01LZW,Best Exchange Going. So easy to use.,5,0,3.201.0,2024-12-13 13:00:47,,,3.201.0,co.mona.android,"Category - ""Best Exchange Going"" Generic feedback 

Review: So easy to use.",Positive user experience
148dc4f2-c892-4159-b8ec-014808465826,Larry Looking,https://play-lh.googleusercontent.com/a-/ALV-UjW8VgnK5YkzOq3KOxb-83ZtVFXu6nrJI82dR53I5WrKIAzgtFOM,secure and reliable,4,0,3.201.0,2024-12-13 12:43:19,,,3.201.0,co.mona.android,Financial stability and security.,Security and reliability
50c7c875-1f6d-461c-ab35-19572ebc3815,Laura -,https://play-lh.googleusercontent.com/a/ACg8ocLR4VEVCCnSkrjCFca7cfInefA5sn7YKlpAEMTIRnC-Wf91OA=mo,"Good app but the only reason I'm giving it one star is because I made the idiot decision to withdraw my BTC and on the 0.001 withdrawal I made the gas fee they took from me was 0.0005 BTC. Make that make sense. :) do NOT withdraw btc from the app, they do not tell you what the fee is during the process (which is how I missed it).",1,6,3.201.0,2024-12-13 12:28:55,,,3.201.0,co.mona.android,Technical Support Issue.,High withdrawal fees
47950ceb-3aff-4b24-9e66-6a93f1cd225b,Victor Bogaert,https://play-lh.googleusercontent.com/a/ACg8ocJd5ZN84pADNziIssKJbw2LE67Pkt8UkqPlE07Q4myHg5RtvA=mo,Works perfectly for me,5,0,3.201.0,2024-12-13 10:38:49,,,3.201.0,co.mona.android,Crypto exchange account management.,Positive user experience
1533703a-d4d3-4e8f-9bf1-e7a549ffe4c0,Will EE,https://play-lh.googleusercontent.com/a-/ALV-UjUGGNUb9D_ZS-XqmVsDNjrb6-KrUX8t7DquljOz-gkJjO1TFnAW,"Slow slow slow on hour 5 of waiting,. I've tried they said it's normal 🤣",1,0,,2024-12-13 10:33:59,Hello Will. Feel free to contact us via live chat. Our team would like to look into the matter at hand and assist you with difficulties you've encountered on our platform. Thank you.,2024-12-13 09:12:33,,co.mona.android,Crypto fees are a significant issue.,Platform performance issues
c1234a98-dab9-4282-b619-d9933823391f,K B,https://play-lh.googleusercontent.com/a/ACg8ocIXfXFR7_8USfq_RdJmHz_iEPzgOU4ZgH0WngCHqgy2bEph9w=mo,You can't cash out. You just trade cryptocurrencies. It's a scam! They took $4 when it said no fees when I traded currency. I will leave what I have now since you need $15 to move your wallet to another. Buyer beware!,1,0,3.201.0,2024-12-13 09:55:26,Hello there! We will gladly provide you with more information regarding the available withdrawal options on the Crypto.com App. Feel free to reach out to us via Live chat with a summary of your query.,2024-10-06 16:54:56,3.201.0,co.mona.android,I would categorize that review under Generic feedback.,gemini failed to respond
774c672d-2cca-4581-9613-c76b19e1ed9f,EsAm ObAid,https://play-lh.googleusercontent.com/a-/ALV-UjWEkEFzQOTdI7l_Yz4IY2Upu1NE0yn6y4qqi8sXD9Xvblse5-HM,"Dude, this app is awesome! It's got tons of coins Coinbase doesn't have. I'm telling everyone I know about it.",5,0,3.201.0,2024-12-13 09:46:35,,,3.201.0,co.mona.android,Crypto Community Forum,gemini failed to respond
c391e494-e8c0-4a17-ab9b-3121086ac6c5,Azz Za,https://play-lh.googleusercontent.com/a-/ALV-UjW_KVueNggDPf6wuYawLVHP2ZB9vZOdR4TBGjQqAbsZL_IeyI7E,Where are the missions?,3,2,3.182.0,2024-12-13 09:02:19,"Hello there. We welcome you to get in touch with us via the in-app chat or email us at contact@crypto.com with more information about your Missions enquiry, so we can assist you.",2022-09-05 20:56:44,3.182.0,co.mona.android,Product issues.,gemini failed to respond
55af029c-d62d-4aac-ba1d-52b89d2dba8f,Weston Sokolowski,https://play-lh.googleusercontent.com/a-/ALV-UjXCGro72u7xajCCKj0qAZAVcJRdivQfIzXpxhAm5fXyBz_0OkVo,good 👍,4,0,3.201.0,2024-12-13 08:46:23,,,3.201.0,co.mona.android,I would categorize it as Generic feedback,Generic feedback
9b06bc0a-c7c1-4e3f-9e91-9c04fc87977a,Nicholas Salata,https://play-lh.googleusercontent.com/a/ACg8ocJsNeXq7HeEdxaEf8NREPoCQrZbKKDdi-F4Ktly5y80eeHSnQ=mo,Nice. everything works smoothly,5,0,3.201.0,2024-12-13 08:12:48,,,3.201.0,co.mona.android,Crypto wallet.,Positive experience
4c15cc1a-e976-4b07-aabc-84b56089e0b4,Spike,https://play-lh.googleusercontent.com/a-/ALV-UjVayQc6KQO02KsVjMQB538y4QqrX48hWSyh5COciRng5jCMqaTG,Love it,4,0,3.193.0,2024-12-13 07:28:00,,,3.193.0,co.mona.android,"I would assign it to ""Support"" category.

My best guess in a sentence is Customer Success team.",Generic feedback
bcbc9987-1830-403b-8e80-e2b3cd22917f,Alderson Stout,https://play-lh.googleusercontent.com/a/ACg8ocJ74IMMQ00NEar42VJvMCic2VRzVATLS5CWnEf4OmXIs_GprA=mo,"Would Give 0 Stars But Cant, DOESN'T Explain How You Are Screwed If You Dont Put A Minimum Of $100 In It, Would Have Never Joined If I Knew That Information, Now Iv Lost Money That I Should Have Easily Gotten Back What A Joke Of An App",1,0,3.201.0,2024-12-13 05:52:27,,,3.201.0,co.mona.android,Negative Experience,gemini failed to respond
cf212e80-a8ce-4637-9b44-0f8503e37e3b,bo Im,https://play-lh.googleusercontent.com/a-/ALV-UjWpFvvx4gWaTDgBHS_WsiDh-FV3kV45ebODTerdE4SzbdlxA_7d,good,5,0,3.201.0,2024-12-13 03:27:43,,,3.201.0,co.mona.android,Category: Generic Feedback,gemini failed to respond
479a4987-f3ee-4278-a969-9ea68077930f,Richard Hassen,https://play-lh.googleusercontent.com/a/ACg8ocLXxb_gU69FzI-dZes0KhHue2Bqnd-ONFxFeG72xkzijg6_nw=mo,I enjoy using the app and as a beginner I have been able to figure most things out what is distressing to me is the lack of transparency in transactions and of course the cost of doing transactions I think I speak for most when I say good results equal good reviews,3,0,3.201.0,2024-12-13 02:18:16,,,3.201.0,co.mona.android,Financial services industry.,gemini failed to respond
8ee3325c-c4ee-426c-9551-d96d21570948,Shane,https://play-lh.googleusercontent.com/a-/ALV-UjVP5qnFOu7xbhB1KfztQefTuguuxoas4nTTJInGf9cpsbXLXx4f,"I can't access the app because I can't type the password, fix the issue guys",3,0,3.201.0,2024-12-13 02:06:18,"Hello Shane. To look into the performance difficulties you've experienced when trying to log in and assist accordingly, please feel free to get in touch with us via web chat. Thank you.",2024-12-13 02:33:02,3.201.0,co.mona.android,Crypto industry support issue.,gemini failed to respond
b2f6a2f8-f245-4d01-ad55-5deb99356025,Jason Sloane,https://play-lh.googleusercontent.com/a/ACg8ocL39cJAODoMt11QusO0blANb4TldP9D-l3aEDKqk6xzL6bMjA=mo,Latest update made app unusable,1,0,3.201.0,2024-12-13 01:58:20,"Hello Jason. We would like to look into the performance difficulties you've experienced and advise accordingly. For this purpose, please reach out to us via live chat. Thank you.",2024-12-13 02:22:28,3.201.0,co.mona.android,Generic feedback category.,gemini failed to respond
c7af03ca-32e3-4527-832a-37958a3f6cde,Vic Tor,https://play-lh.googleusercontent.com/a/ACg8ocI5eLY2wzT6JlG1iAkNmYpKaxKkwOgj8PRjxjGhVWokVmdI3Q=mo,Fee ridiculous,1,0,,2024-12-13 01:27:43,,,,co.mona.android,"Invalid input. Please provide a list of reviews.

Once you provide the list, I'll categorize it accordingly.",gemini failed to respond
69984c9f-de03-492e-8194-299666db5e02,T N,https://play-lh.googleusercontent.com/a-/ALV-UjXj5ZiEVCfiiez56_dTOIPO6HtDCR8kk16zcV5O-XLq5OVgaJtj,"They changed rules and charge 3% Buy n Sell. Horrible App, stay away.",1,4,3.201.0,2024-12-13 01:24:27,,,3.201.0,co.mona.android,Crypto Industry Expert Review Category: Negative Feedback,gemini failed to respond
4cf0b3cd-1e3d-46a4-af60-115cd66ac09f,daze of DOPE ENT,https://play-lh.googleusercontent.com/a/ACg8ocLNXfLNrAu_ZrR_6YV8bc_11odLXuq2Hc_9C97XOhcHOcm2Ww=mo,Cant even make a account because it said my number is already got a account to a email I don't even have anymore ridiculous,1,0,3.201.0,2024-12-13 00:56:06,"Hello there. We invite you to contact us via live chat, so we can look into your registration inquiry and offer assistance. Thank you.",2024-12-13 01:41:48,3.201.0,co.mona.android,Financial institution issues.,gemini failed to respond
17cad593-e088-467b-962d-4e89fa484efd,T Nguyen,https://play-lh.googleusercontent.com/a/ACg8ocI5gLeZa7RXn4LisHjTP0sLRJT9PF0PfY92j29TnjiQns3HpQ=mo,"Beware. Beware. The live char rep mocked me and be little me. Terrible service I have already reached to your live chat, no luck. Do not send them your id I will be filing a complaint with the ontario securities commission board.",1,0,,2024-12-13 00:21:01,Hello Nguyen. Please reach out to us via live chat. We would be happy to look into the set-up difficulties you've encountered on our platform and assist you accordingly.,2024-12-12 19:54:15,,co.mona.android,I would categorize the review as Generic feedback.,gemini failed to respond
ce520fc9-d33f-4640-8227-b64fb622336b,LewisTolkienFan01,https://play-lh.googleusercontent.com/a/ACg8ocLh4kLSMFl1AhbricEy57xizOgkZzCGQtt6oLcEfChOIuJEWA=mo,Informative and a user friendly interface! Easy to navigate!,5,0,3.201.0,2024-12-13 00:05:49,,,3.201.0,co.mona.android,"I would assign it to ""Informative"".",gemini failed to respond
a061b059-7c12-4f52-9ae6-1ea20714cc2c,Zach Ethington,https://play-lh.googleusercontent.com/a/ACg8ocLf7edX5T-aVRago-ljwxzJ0DgkEuvzMMgYubwpE5qReD76rw=mo,better than binance for the most part. you can actually cash out here,4,0,3.201.0,2024-12-12 23:40:59,,,3.201.0,co.mona.android,Support and Payment Issues,gemini failed to respond
3e292c07-5a3c-4372-ad5c-51df9eabb86e,Andrew Little,https://play-lh.googleusercontent.com/a/ACg8ocL9bKo1NXyjE-TtyDuSoqOfNoNkXA4xD2qMog03TuIET-gJMw=mo,"Good app. overall , from my experience ,- content , reliability etc. Different than an exchange feature wise , but good with what provides .",5,0,3.201.0,2024-12-12 23:34:27,,,3.201.0,co.mona.android,Crypto exchange features.,gemini failed to respond
b0c3d0bd-11c7-4f72-b6d5-04ae278c3b32,Ricardo Ianelli,https://play-lh.googleusercontent.com/a-/ALV-UjVjPo5DFvmcDBB7w1OiUvd_gVohnS_4HDF0T0NrG7_9xVXVT7wM,"Edit: About their reply, I contacted them and was told they can't do anything. This is the worst option you could choose, I would recommend staying away from it unless you want to lose money and get stressed. The recommended way, ""Instant Deposit"", locks your account for external transfers for 7 BUSINESS days, with no warning at all. I used it, bought coins, tried to transfer them and found out I'm locked. If I want to sell the coins or swap to another, it'll eat 12%, so its not worth it.",1,3,3.201.0,2024-12-12 23:24:24,Hello Ricardo. Please reach out to us via live chat. We would like to take a closer look at the withdrawal you wish to initiate and advise you accordingly as well as address any other concerns you have.,2024-12-12 19:55:11,3.201.0,co.mona.android,Financial Services,gemini failed to respond
80a693c2-8baf-409c-af92-0abe018d92f2,Mike Davidson,https://play-lh.googleusercontent.com/a-/ALV-UjW-z4S2wdVzeWrIeP2ixqmMt6cVExDojYMpKi297Z0lbqtW4zeQ,Kyc identifications,2,0,3.201.0,2024-12-12 22:45:49,,,3.201.0,co.mona.android,"I would categorize it as Generic feedback.

My best guess is: Identity verification errors.",gemini failed to respond
995cb868-dd11-4297-9c0c-d910472b883d,Cody Vanskiver,https://play-lh.googleusercontent.com/a-/ALV-UjWwsaVMA4svq23q9Q7QfY6a-mpBNO2opXlb61dTMm9ST5lwoGbr,this has to be one of the best crypto apps ever easy to buy sell and trade plus gives you all the information you need about the specific crypto highly recommended all in one stop,5,0,3.201.0,2024-12-12 22:32:05,,,3.201.0,co.mona.android,"I would categorize it as ""Product""",gemini failed to respond
